meeting_date,item_id,item_title,member,vote
2026-03-02,37287,Closed Session Report,Chuck Anderson,Aye
2026-03-02,37287,Closed Session Report,Roy Baldwin,Aye
2026-03-02,37287,Closed Session Report,Doug Francis,Aye
2026-03-02,37287,Closed Session Report,Dann Nash,Aye
2026-03-02,37287,Closed Session Report,Jessica Ramakis,Aye
2026-03-02,37287,Closed Session Report,Howard J. Springsteen,Aye
2026-03-02,37287,Closed Session Report,Linda Colbert,Aye
2026-03-02,37289,Consent Agenda,Chuck Anderson,Aye
2026-03-02,37289,Consent Agenda,Roy Baldwin,Aye
2026-03-02,37289,Consent Agenda,Doug Francis,Aye
2026-03-02,37289,Consent Agenda,Dann Nash,Aye
2026-03-02,37289,Consent Agenda,Jessica Ramakis,Aye
2026-03-02,37289,Consent Agenda,Howard J. Springsteen,Aye
2026-03-02,37289,Consent Agenda,Linda Colbert,Aye
2026-02-23,37232,Closed Session Report,Chuck Anderson,Aye
2026-02-23,37232,Closed Session Report,Roy Baldwin,Aye
2026-02-23,37232,Closed Session Report,Doug Francis,Aye
2026-02-23,37232,Closed Session Report,Dann Nash,Aye
2026-02-23,37232,Closed Session Report,Jessica Ramakis,Aye
2026-02-23,37232,Closed Session Report,Howard J. Springsteen,Absent
2026-02-23,37232,Closed Session Report,Linda Colbert,Aye
2026-02-23,37242,Public Hearing On Proposed Amendments to Chapter 18 - Zoning and Subdivision (10 mins),Chuck Anderson,Aye
2026-02-23,37242,Public Hearing On Proposed Amendments to Chapter 18 - Zoning and Subdivision (10 mins),Roy Baldwin,Aye
2026-02-23,37242,Public Hearing On Proposed Amendments to Chapter 18 - Zoning and Subdivision (10 mins),Doug Francis,Aye
2026-02-23,37242,Public Hearing On Proposed Amendments to Chapter 18 - Zoning and Subdivision (10 mins),Dann Nash,Aye
2026-02-23,37242,Public Hearing On Proposed Amendments to Chapter 18 - Zoning and Subdivision (10 mins),Jessica Ramakis,Aye
2026-02-23,37242,Public Hearing On Proposed Amendments to Chapter 18 - Zoning and Subdivision (10 mins),Howard J. Springsteen,Absent
2026-02-23,37242,Public Hearing On Proposed Amendments to Chapter 18 - Zoning and Subdivision (10 mins),Linda Colbert,Aye
2026-02-23,37236,Adoption of an Ordinance Authorizing the Issuance and Sale of General Obligation Refunding Bonds (5 mins.),Chuck Anderson,Aye
2026-02-23,37236,Adoption of an Ordinance Authorizing the Issuance and Sale of General Obligation Refunding Bonds (5 mins.),Roy Baldwin,Aye
2026-02-23,37236,Adoption of an Ordinance Authorizing the Issuance and Sale of General Obligation Refunding Bonds (5 mins.),Doug Francis,Aye
2026-02-23,37236,Adoption of an Ordinance Authorizing the Issuance and Sale of General Obligation Refunding Bonds (5 mins.),Dann Nash,Aye
2026-02-23,37236,Adoption of an Ordinance Authorizing the Issuance and Sale of General Obligation Refunding Bonds (5 mins.),Jessica Ramakis,Aye
2026-02-23,37236,Adoption of an Ordinance Authorizing the Issuance and Sale of General Obligation Refunding Bonds (5 mins.),Howard J. Springsteen,Absent
2026-02-23,37236,Adoption of an Ordinance Authorizing the Issuance and Sale of General Obligation Refunding Bonds (5 mins.),Linda Colbert,Aye
2026-02-23,37237,Town Council Priorities ( 5 mins.),Chuck Anderson,Aye
2026-02-23,37237,Town Council Priorities ( 5 mins.),Roy Baldwin,Aye
2026-02-23,37237,Town Council Priorities ( 5 mins.),Doug Francis,Aye
2026-02-23,37237,Town Council Priorities ( 5 mins.),Dann Nash,Aye
2026-02-23,37237,Town Council Priorities ( 5 mins.),Jessica Ramakis,Aye
2026-02-23,37237,Town Council Priorities ( 5 mins.),Howard J. Springsteen,Absent
2026-02-23,37237,Town Council Priorities ( 5 mins.),Linda Colbert,Aye
2026-02-02,37110,Request approval of the Transportation Safety Commission’s motions regarding Micro Mobility vehicles.,Chuck Anderson,Aye
2026-02-02,37110,Request approval of the Transportation Safety Commission’s motions regarding Micro Mobility vehicles.,Roy Baldwin,Aye
2026-02-02,37110,Request approval of the Transportation Safety Commission’s motions regarding Micro Mobility vehicles.,Doug Francis,Aye
2026-02-02,37110,Request approval of the Transportation Safety Commission’s motions regarding Micro Mobility vehicles.,Dann Nash,Aye
2026-02-02,37110,Request approval of the Transportation Safety Commission’s motions regarding Micro Mobility vehicles.,Jessica Ramakis,Aye
2026-02-02,37110,Request approval of the Transportation Safety Commission’s motions regarding Micro Mobility vehicles.,Howard J. Springsteen,Aye
2026-02-02,37110,Request approval of the Transportation Safety Commission’s motions regarding Micro Mobility vehicles.,Linda Colbert,Aye
2026-02-02,37108,Town Council Priorities 2026,Chuck Anderson,Aye
2026-02-02,37108,Town Council Priorities 2026,Roy Baldwin,Aye
2026-02-02,37108,Town Council Priorities 2026,Doug Francis,Aye
2026-02-02,37108,Town Council Priorities 2026,Dann Nash,Aye
2026-02-02,37108,Town Council Priorities 2026,Jessica Ramakis,Aye
2026-02-02,37108,Town Council Priorities 2026,Howard J. Springsteen,Aye
2026-02-02,37108,Town Council Priorities 2026,Linda Colbert,Aye
2026-01-05,36949,Closed Session Report,Chuck Anderson,Aye
2026-01-05,36949,Closed Session Report,Roy Baldwin,Aye
2026-01-05,36949,Closed Session Report,Doug Francis,Aye
2026-01-05,36949,Closed Session Report,Dann Nash,Aye
2026-01-05,36949,Closed Session Report,Jessica Ramakis,Aye
2026-01-05,36949,Closed Session Report,Howard J. Springsteen,Aye
2026-01-05,36949,Closed Session Report,Linda Colbert,Aye
2026-01-05,36953,Annual Re-adoption of Town Council Electronic Participation Resolution,Chuck Anderson,Aye
2026-01-05,36953,Annual Re-adoption of Town Council Electronic Participation Resolution,Roy Baldwin,Aye
2026-01-05,36953,Annual Re-adoption of Town Council Electronic Participation Resolution,Doug Francis,Aye
2026-01-05,36953,Annual Re-adoption of Town Council Electronic Participation Resolution,Dann Nash,Aye
2026-01-05,36953,Annual Re-adoption of Town Council Electronic Participation Resolution,Jessica Ramakis,Aye
2026-01-05,36953,Annual Re-adoption of Town Council Electronic Participation Resolution,Howard J. Springsteen,Aye
2026-01-05,36953,Annual Re-adoption of Town Council Electronic Participation Resolution,Linda Colbert,Aye
2026-01-05,36954,"Set Jan. 26, 2026 as a Public Hearing on Proposed Updates to Chapter 18 - Zoning and Subdivision",Chuck Anderson,Aye
2026-01-05,36954,"Set Jan. 26, 2026 as a Public Hearing on Proposed Updates to Chapter 18 - Zoning and Subdivision",Roy Baldwin,Aye
2026-01-05,36954,"Set Jan. 26, 2026 as a Public Hearing on Proposed Updates to Chapter 18 - Zoning and Subdivision",Doug Francis,Aye
2026-01-05,36954,"Set Jan. 26, 2026 as a Public Hearing on Proposed Updates to Chapter 18 - Zoning and Subdivision",Dann Nash,Aye
2026-01-05,36954,"Set Jan. 26, 2026 as a Public Hearing on Proposed Updates to Chapter 18 - Zoning and Subdivision",Jessica Ramakis,Aye
2026-01-05,36954,"Set Jan. 26, 2026 as a Public Hearing on Proposed Updates to Chapter 18 - Zoning and Subdivision",Howard J. Springsteen,Aye
2026-01-05,36954,"Set Jan. 26, 2026 as a Public Hearing on Proposed Updates to Chapter 18 - Zoning and Subdivision",Linda Colbert,Aye
2026-01-05,36957,Second Closed Session Report,Chuck Anderson,Aye
2026-01-05,36957,Second Closed Session Report,Roy Baldwin,Aye
2026-01-05,36957,Second Closed Session Report,Doug Francis,Aye
2026-01-05,36957,Second Closed Session Report,Dann Nash,Aye
2026-01-05,36957,Second Closed Session Report,Jessica Ramakis,Aye
2026-01-05,36957,Second Closed Session Report,Howard J. Springsteen,Aye
2026-01-05,36957,Second Closed Session Report,Linda Colbert,Aye
2025-12-08,36836,Closed Session Report,Sandra Allen,Abstain
2025-12-08,36836,Closed Session Report,Chuck Anderson,Aye
2025-12-08,36836,Closed Session Report,Roy Baldwin,Aye
2025-12-08,36836,Closed Session Report,Ray Brill Jr.,Aye
2025-12-08,36836,Closed Session Report,Jessica Ramakis,Aye
2025-12-08,36836,Closed Session Report,Howard J. Springsteen,Aye
2025-12-08,36836,Closed Session Report,Linda Colbert,Aye
2025-12-08,36841,"9:15-9:45 Public Hearing on proposed changes to Chapter 10 - Offenses, Miscellaneous, Article 3, Offenses Against Property, Section 10-20.1 Same -Noise of the Code of the Town of Vienna.",Sandra Allen,Nay
2025-12-08,36841,"9:15-9:45 Public Hearing on proposed changes to Chapter 10 - Offenses, Miscellaneous, Article 3, Offenses Against Property, Section 10-20.1 Same -Noise of the Code of the Town of Vienna.",Chuck Anderson,Aye
2025-12-08,36841,"9:15-9:45 Public Hearing on proposed changes to Chapter 10 - Offenses, Miscellaneous, Article 3, Offenses Against Property, Section 10-20.1 Same -Noise of the Code of the Town of Vienna.",Roy Baldwin,Nay
2025-12-08,36841,"9:15-9:45 Public Hearing on proposed changes to Chapter 10 - Offenses, Miscellaneous, Article 3, Offenses Against Property, Section 10-20.1 Same -Noise of the Code of the Town of Vienna.",Ray Brill Jr.,Nay
2025-12-08,36841,"9:15-9:45 Public Hearing on proposed changes to Chapter 10 - Offenses, Miscellaneous, Article 3, Offenses Against Property, Section 10-20.1 Same -Noise of the Code of the Town of Vienna.",Jessica Ramakis,Nay
2025-12-08,36841,"9:15-9:45 Public Hearing on proposed changes to Chapter 10 - Offenses, Miscellaneous, Article 3, Offenses Against Property, Section 10-20.1 Same -Noise of the Code of the Town of Vienna.",Howard J. Springsteen,Nay
2025-12-08,36841,"9:15-9:45 Public Hearing on proposed changes to Chapter 10 - Offenses, Miscellaneous, Article 3, Offenses Against Property, Section 10-20.1 Same -Noise of the Code of the Town of Vienna.",Linda Colbert,Nay
2025-12-08,36838,9:45 Consent Agenda,Sandra Allen,Abstain
2025-12-08,36838,9:45 Consent Agenda,Chuck Anderson,Aye
2025-12-08,36838,9:45 Consent Agenda,Roy Baldwin,Aye
2025-12-08,36838,9:45 Consent Agenda,Ray Brill Jr.,Aye
2025-12-08,36838,9:45 Consent Agenda,Jessica Ramakis,Aye
2025-12-08,36838,9:45 Consent Agenda,Howard J. Springsteen,Aye
2025-12-08,36838,9:45 Consent Agenda,Linda Colbert,Aye
2025-12-08,36854,PROPOSED - Memorandum of Understanding between and among the Mayor and Town Council Members and the Town Manager,Sandra Allen,Abstain
2025-12-08,36854,PROPOSED - Memorandum of Understanding between and among the Mayor and Town Council Members and the Town Manager,Chuck Anderson,Aye
2025-12-08,36854,PROPOSED - Memorandum of Understanding between and among the Mayor and Town Council Members and the Town Manager,Roy Baldwin,Aye
2025-12-08,36854,PROPOSED - Memorandum of Understanding between and among the Mayor and Town Council Members and the Town Manager,Ray Brill Jr.,Aye
2025-12-08,36854,PROPOSED - Memorandum of Understanding between and among the Mayor and Town Council Members and the Town Manager,Jessica Ramakis,Aye
2025-12-08,36854,PROPOSED - Memorandum of Understanding between and among the Mayor and Town Council Members and the Town Manager,Howard J. Springsteen,Nay
2025-12-08,36854,PROPOSED - Memorandum of Understanding between and among the Mayor and Town Council Members and the Town Manager,Linda Colbert,Aye
2025-12-08,36843,Approve Spending with Davenport & Company as Financial Advisor for 2025 Bond Issuance,Sandra Allen,Abstain
2025-12-08,36843,Approve Spending with Davenport & Company as Financial Advisor for 2025 Bond Issuance,Chuck Anderson,Aye
2025-12-08,36843,Approve Spending with Davenport & Company as Financial Advisor for 2025 Bond Issuance,Roy Baldwin,Aye
2025-12-08,36843,Approve Spending with Davenport & Company as Financial Advisor for 2025 Bond Issuance,Ray Brill Jr.,Aye
2025-12-08,36843,Approve Spending with Davenport & Company as Financial Advisor for 2025 Bond Issuance,Jessica Ramakis,Aye
2025-12-08,36843,Approve Spending with Davenport & Company as Financial Advisor for 2025 Bond Issuance,Howard J. Springsteen,Aye
2025-12-08,36843,Approve Spending with Davenport & Company as Financial Advisor for 2025 Bond Issuance,Linda Colbert,Aye
2025-12-08,36844,"Approve Spending with McGuire Woods, LLC as Bond Counsel for 2025 Bond Issuance",Sandra Allen,Abstain
2025-12-08,36844,"Approve Spending with McGuire Woods, LLC as Bond Counsel for 2025 Bond Issuance",Chuck Anderson,Aye
2025-12-08,36844,"Approve Spending with McGuire Woods, LLC as Bond Counsel for 2025 Bond Issuance",Roy Baldwin,Aye
2025-12-08,36844,"Approve Spending with McGuire Woods, LLC as Bond Counsel for 2025 Bond Issuance",Ray Brill Jr.,Aye
2025-12-08,36844,"Approve Spending with McGuire Woods, LLC as Bond Counsel for 2025 Bond Issuance",Jessica Ramakis,Aye
2025-12-08,36844,"Approve Spending with McGuire Woods, LLC as Bond Counsel for 2025 Bond Issuance",Howard J. Springsteen,Aye
2025-12-08,36844,"Approve Spending with McGuire Woods, LLC as Bond Counsel for 2025 Bond Issuance",Linda Colbert,Aye
2025-12-08,36851,Second Closed Session,Sandra Allen,Absent
2025-12-08,36851,Second Closed Session,Chuck Anderson,Aye
2025-12-08,36851,Second Closed Session,Roy Baldwin,Aye
2025-12-08,36851,Second Closed Session,Ray Brill Jr.,Aye
2025-12-08,36851,Second Closed Session,Jessica Ramakis,Aye
2025-12-08,36851,Second Closed Session,Howard J. Springsteen,Aye
2025-12-08,36851,Second Closed Session,Linda Colbert,Aye
2025-11-10,36670,Acceptance of the Minutes:,Sandra Allen,Absent
2025-11-10,36670,Acceptance of the Minutes:,Chuck Anderson,(no value recorded)
2025-11-10,36670,Acceptance of the Minutes:,Roy Baldwin,(no value recorded)
2025-11-10,36670,Acceptance of the Minutes:,Ray Brill Jr.,(no value recorded)
2025-11-10,36670,Acceptance of the Minutes:,Jessica Ramakis,(no value recorded)
2025-11-10,36670,Acceptance of the Minutes:,Howard J. Springsteen,(no value recorded)
2025-11-10,36670,Acceptance of the Minutes:,Linda Colbert,(no value recorded)
2025-11-10,36678,Closed Session Report,Sandra Allen,Absent
2025-11-10,36678,Closed Session Report,Chuck Anderson,Aye
2025-11-10,36678,Closed Session Report,Roy Baldwin,Aye
2025-11-10,36678,Closed Session Report,Ray Brill Jr.,Aye
2025-11-10,36678,Closed Session Report,Jessica Ramakis,Aye
2025-11-10,36678,Closed Session Report,Howard J. Springsteen,Aye
2025-11-10,36678,Closed Session Report,Linda Colbert,Aye
2025-11-10,36691,8:30 - 9:00 pm Public Hearing on the Town’s 2026 Legislative Agenda,Sandra Allen,Absent
2025-11-10,36691,8:30 - 9:00 pm Public Hearing on the Town’s 2026 Legislative Agenda,Chuck Anderson,Aye
2025-11-10,36691,8:30 - 9:00 pm Public Hearing on the Town’s 2026 Legislative Agenda,Roy Baldwin,Aye
2025-11-10,36691,8:30 - 9:00 pm Public Hearing on the Town’s 2026 Legislative Agenda,Ray Brill Jr.,Aye
2025-11-10,36691,8:30 - 9:00 pm Public Hearing on the Town’s 2026 Legislative Agenda,Jessica Ramakis,Aye
2025-11-10,36691,8:30 - 9:00 pm Public Hearing on the Town’s 2026 Legislative Agenda,Howard J. Springsteen,Aye
2025-11-10,36691,8:30 - 9:00 pm Public Hearing on the Town’s 2026 Legislative Agenda,Linda Colbert,Aye
2025-11-10,36685,9:00 - 9:15 PM Public Hearing on Bond Ordinance,Sandra Allen,Absent
2025-11-10,36685,9:00 - 9:15 PM Public Hearing on Bond Ordinance,Chuck Anderson,Aye
2025-11-10,36685,9:00 - 9:15 PM Public Hearing on Bond Ordinance,Roy Baldwin,Aye
2025-11-10,36685,9:00 - 9:15 PM Public Hearing on Bond Ordinance,Ray Brill Jr.,Aye
2025-11-10,36685,9:00 - 9:15 PM Public Hearing on Bond Ordinance,Jessica Ramakis,Aye
2025-11-10,36685,9:00 - 9:15 PM Public Hearing on Bond Ordinance,Howard J. Springsteen,Aye
2025-11-10,36685,9:00 - 9:15 PM Public Hearing on Bond Ordinance,Linda Colbert,Aye
2025-11-10,36683,9:15 - 9:45 PM Navy federal Credit Union Proposed Advance Funding Agreement with the Town of Vienna for Design and Engineering for the Aquatics and Fitness Center,Sandra Allen,Absent
2025-11-10,36683,9:15 - 9:45 PM Navy federal Credit Union Proposed Advance Funding Agreement with the Town of Vienna for Design and Engineering for the Aquatics and Fitness Center,Chuck Anderson,Nay
2025-11-10,36683,9:15 - 9:45 PM Navy federal Credit Union Proposed Advance Funding Agreement with the Town of Vienna for Design and Engineering for the Aquatics and Fitness Center,Roy Baldwin,Aye
2025-11-10,36683,9:15 - 9:45 PM Navy federal Credit Union Proposed Advance Funding Agreement with the Town of Vienna for Design and Engineering for the Aquatics and Fitness Center,Ray Brill Jr.,Aye
2025-11-10,36683,9:15 - 9:45 PM Navy federal Credit Union Proposed Advance Funding Agreement with the Town of Vienna for Design and Engineering for the Aquatics and Fitness Center,Jessica Ramakis,Aye
