meeting_date,item_id,title,topic_unofficial,vote_tally,meeting_url
2026-03-02,37299,Request approval of a Memorandum of Understanding (MOU) between the Town of Vienna and First Baptist Church for the 2026 Juneteenth and Liberty Amendments Month (LAM) Kickoff Parade.,"Community, Arts & Events",,https://viennavadata.org/meeting/2026-03-02.html
2026-03-02,37300,Request approval of a Memorandum of Understanding (MOU) between the Town of Vienna and Vienna Business Association for 2026 Oktoberfest,"Community, Arts & Events",,https://viennavadata.org/meeting/2026-03-02.html
2026-03-02,37296,Request approval of Memorandum of Understanding (MOU) between Town of Vienna and Rotary Club of Vienna for 2026 Viva! Vienna! Festival and Brewfest,"Community, Arts & Events",,https://viennavadata.org/meeting/2026-03-02.html
2026-03-02,37295,Request approval of memorandum of understanding (MOU) between the Optimist Club of Greater Vienna and Town of Vienna for use of the Vienna Community Center parking lot for the 2026 Vienna Farmers Market,Parks & Recreation,,https://viennavadata.org/meeting/2026-03-02.html
2026-03-02,37290,Regular Business,Procedural,,https://viennavadata.org/meeting/2026-03-02.html
2026-03-02,37301,Second Closed Session,Procedural,,https://viennavadata.org/meeting/2026-03-02.html
2026-03-02,37292,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2026-03-02.html
2026-03-02,37293,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2026-03-02.html
2026-02-23,37221,"Invocation: Johnny Kurcina, Christ Church Vienna",Procedural,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37222,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37223,Roll Call,Procedural,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37245,Acceptance of Minutes:,Minutes,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37243,"Draft Town Council Meeting Minutes from February 2nd, 2026",Minutes,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37225,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 3 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37227,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37228,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37229,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37241,Economic Development February 2026 Update (10 Mins.),Economic Development,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37230,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37231,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37232,Closed Session Report,Procedural,"6 Aye, 1 Absent",https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37233,Public Hearings,Procedural,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37242,Public Hearing On Proposed Amendments to Chapter 18 - Zoning and Subdivision (10 mins),"Land Use, Zoning & Development","6 Aye, 1 Absent",https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37234,Consent Agenda,Consent Agenda,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37235,Regular Business,Procedural,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37236,Adoption of an Ordinance Authorizing the Issuance and Sale of General Obligation Refunding Bonds (5 mins.),Town Code & Ordinances,"6 Aye, 1 Absent",https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37237,Town Council Priorities ( 5 mins.),Governance & Administration,"6 Aye, 1 Absent",https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37238,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-23,37239,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2026-02-23.html
2026-02-02,37091,"Invocation: Mercury Payton, Town Manager",Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37092,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37093,Roll Call,Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37094,Acceptance of the Minutes:,Minutes,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37106,Acceptance of the January 5th Town Council Meeting and the January 12th Work Session Minutes,Minutes,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37095,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 3 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37097,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37098,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37099,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37107,Fiscal Year 2026 Mid-Year Financial Review,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37109,Aquatic and Fitness Center Timeline (5 min. staff presentation),Parks & Recreation,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37100,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37101,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37102,Closed Session Report,Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37103,Public Hearings,Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37104,Consent Agenda,Consent Agenda,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37105,Regular Business,Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37110,Request approval of the Transportation Safety Commission’s motions regarding Micro Mobility vehicles.,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37108,Town Council Priorities 2026,Governance & Administration,7 Aye,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37111,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-02-02,37112,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2026-02-02.html
2026-01-26,37055,Invocation: Ray Brill,Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37056,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37057,Roll Call,Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37058,Acceptance of the Minutes:,Minutes,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37075,Acceptance of the January 5th Town Council Meeting Minutes,Minutes,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37059,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 3 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37061,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37062,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37063,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37074,Fiscal Year 2026 Mid-Year Financial Review,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37072,Aquatic and Fitness Center Timeline (5 min. staff presentation),Parks & Recreation,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37064,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37065,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37066,Closed Session Report,Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37067,Public Hearings,Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37071,Public Hearing On Proposed Amendments to Chapter 18 - Zoning and Subdivision,"Land Use, Zoning & Development",,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37068,Consent Agenda,Consent Agenda,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37069,Regular Business,Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37070,Request approval of the Transportation Safety Commission’s motions regarding Micro Mobility vehicles.,"Streets, Sidewalks & Transportation",,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37073,Town Council Priorities 2026,Governance & Administration,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37076,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-26,37077,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2026-01-26.html
2026-01-05,36937,"Invocation: Pamela Pitkin, Post Chaplain, Dyer-Gunnell American Legion Post 180",Procedural,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36938,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36939,Roll Call,Procedural,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36940,Acceptance of the Minutes:,Minutes,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36941,Draft Minutes for Approval from the December 2nd and December 8th Town Council Meetings,Minutes,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36942,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 3 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36944,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36958,Public Notice Improvements Update,Governance & Administration,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36945,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36946,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36947,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36948,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36949,Closed Session Report,Procedural,7 Aye,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36951,Consent Agenda,Consent Agenda,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36952,Regular Business,Procedural,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36953,Annual Re-adoption of Town Council Electronic Participation Resolution,Governance & Administration,7 Aye,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36954,"Set Jan. 26, 2026 as a Public Hearing on Proposed Updates to Chapter 18 - Zoning and Subdivision","Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36957,Second Closed Session Report,Procedural,7 Aye,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36955,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-05,36956,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2026-01-05.html
2026-01-02,36931,Regular Business,Procedural,,https://viennavadata.org/meeting/2026-01-02.html
2026-01-02,36936,Swearing In of Newly Elected Council Members,Proclamations & Recognitions,,https://viennavadata.org/meeting/2026-01-02.html
2026-01-02,36932,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2026-01-02.html
2026-01-02,36933,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2026-01-02.html
2025-12-08,36825,"Invocation: John Russo, Baha'i Community",Procedural,,https://viennavadata.org/meeting/2025-12-08.html
2025-12-08,36826,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2025-12-08.html
2025-12-08,36827,Roll Call,Procedural,,https://viennavadata.org/meeting/2025-12-08.html
2025-12-08,36828,Acceptance of the Minutes:,Minutes,,https://viennavadata.org/meeting/2025-12-08.html
2025-12-08,36852,"Acceptance of Regular Meeting Minutes of October 27, 2025 and  November 10, 2025, and the Work Session Minutes of November 17, 2025.",Minutes,,https://viennavadata.org/meeting/2025-12-08.html
2025-12-08,36829,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 3 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2025-12-08.html
2025-12-08,36850,Board and Commission Appreciation,Proclamations & Recognitions,,https://viennavadata.org/meeting/2025-12-08.html
